BedrockFileName,JavaFileName,MatchType
items\record_wait.png,item\music_disc_wait.png,"Same Image, Different Name"
items\record_ward.png,item\music_disc_ward.png,"Same Image, Different Name"
items\recovery_compass_item.png,item\recovery_compass_19.png,"Same Image, Different Name"
items\redstone_dust.png,item\redstone.png,"Same Image, Different Name"
items\reeds.png,item\sugar_cane.png,"Same Image, Different Name"
items\repeater.png,item\repeater.png,"Same Image, Different Name"
items\resin_brick.png,item\resin_brick.png,"Same Image, Different Name"
items\resin_clump.png,item\resin_clump.png,"Same Image, Different Name"
items\rib_armor_trim_smithing_template.png,item\rib_armor_trim_smithing_template.png,"Same Image, Different Name"
items\rotten_flesh.png,item\rotten_flesh.png,"Same Image, Different Name"
items\saddle.png,item\saddle.png,"Same Image, Different Name"
items\scrape_pottery_sherd.png,item\scrape_pottery_sherd.png,"Same Image, Different Name"
items\sea_pickle.png,item\sea_pickle.png,"Same Image, Different Name"
items\seeds_beetroot.png,item\beetroot_seeds.png,"Same Image, Different Name"
items\seeds_melon.png,item\melon_seeds.png,"Same Image, Different Name"
items\seeds_pumpkin.png,item\pumpkin_seeds.png,"Same Image, Different Name"
items\seeds_wheat.png,item\wheat_seeds.png,"Same Image, Different Name"
items\sentry_armor_trim_smithing_template.png,item\sentry_armor_trim_smithing_template.png,"Same Image, Different Name"
items\shaper_armor_trim_smithing_template.png,item\shaper_armor_trim_smithing_template.png,"Same Image, Different Name"
items\sheaf_pottery_sherd.png,item\sheaf_pottery_sherd.png,"Same Image, Different Name"
items\shears.png,item\shears.png,"Same Image, Different Name"
items\shelter_pottery_sherd.png,item\shelter_pottery_sherd.png,"Same Image, Different Name"
items\shulker_shell.png,item\shulker_shell.png,"Same Image, Different Name"
items\sign.png,item\oak_sign.png,"Same Image, Different Name"
items\sign_acacia.png,item\acacia_sign.png,"Same Image, Different Name"
items\sign_birch.png,item\birch_sign.png,"Same Image, Different Name"
items\sign_crimson.png,item\crimson_sign.png,"Same Image, Different Name"
items\sign_darkoak.png,item\dark_oak_sign.png,"Same Image, Different Name"
items\sign_jungle.png,item\jungle_sign.png,"Same Image, Different Name"
items\sign_spruce.png,item\spruce_sign.png,"Same Image, Different Name"
items\sign_warped.png,item\warped_sign.png,"Same Image, Different Name"
items\silence_armor_trim_smithing_template.png,item\silence_armor_trim_smithing_template.png,"Same Image, Different Name"
items\skull_banner_pattern.png,item\skull_banner_pattern.png,"Same Image, Different Name"
items\skull_pottery_sherd.png,item\skull_pottery_sherd.png,"Same Image, Different Name"
items\slimeball.png,item\slime_ball.png,"Same Image, Different Name"
items\sniffer_egg.png,item\sniffer_egg.png,"Same Image, Different Name"
items\snort_pottery_sherd.png,item\snort_pottery_sherd.png,"Same Image, Different Name"
items\snout_armor_trim_smithing_template.png,item\snout_armor_trim_smithing_template.png,"Same Image, Different Name"
items\snowball.png,item\snowball.png,"Same Image, Different Name"
items\soul_campfire.png,item\soul_campfire.png,"Same Image, Different Name"
items\soul_lantern.png,item\soul_lantern.png,"Same Image, Different Name"
items\spider_eye.png,item\spider_eye.png,"Same Image, Different Name"
items\spider_eye_fermented.png,item\fermented_spider_eye.png,"Same Image, Different Name"
items\spire_armor_trim_smithing_template.png,item\spire_armor_trim_smithing_template.png,"Same Image, Different Name"
items\spruce_chest_boat.png,item\spruce_chest_boat.png,"Same Image, Different Name"
items\spruce_hanging_sign.png,item\spruce_hanging_sign.png,"Same Image, Different Name"
items\spyglass.png,item\spyglass.png,"Same Image, Different Name"
items\stick.png,item\stick.png,"Same Image, Different Name"
items\stone_axe.png,item\stone_axe.png,"Same Image, Different Name"
items\stone_hoe.png,item\stone_hoe.png,"Same Image, Different Name"
items\stone_pickaxe.png,item\stone_pickaxe.png,"Same Image, Different Name"
items\stone_shovel.png,item\stone_shovel.png,"Same Image, Different Name"
items\stone_sword.png,item\stone_sword.png,"Same Image, Different Name"
items\string.png,item\string.png,"Same Image, Different Name"
items\sugar.png,item\sugar.png,"Same Image, Different Name"
items\suspicious_stew.png,item\suspicious_stew.png,"Same Image, Different Name"
items\sweet_berries.png,item\sweet_berries.png,"Same Image, Different Name"
items\tide_armor_trim_smithing_template.png,item\tide_armor_trim_smithing_template.png,"Same Image, Different Name"
items\tipped_arrow_base.png,item\tipped_arrow_base.png,"Same Image, Different Name"
items\tipped_arrow_head.png,item\tipped_arrow_head.png,"Same Image, Different Name"
items\torchflower_seeds.png,item\torchflower_seeds.png,"Same Image, Different Name"
items\totem.png,item\totem_of_undying.png,"Same Image, Different Name"
items\trial_key.png,item\trial_key.png,"Same Image, Different Name"
items\trident.png,item\trident.png,"Same Image, Different Name"
items\turtle_egg.png,item\turtle_egg.png,"Same Image, Different Name"
items\turtle_helmet.png,item\turtle_helmet.png,"Same Image, Different Name"
items\turtle_shell_piece.png,item\turtle_scute.png,"Same Image, Different Name"
items\vex_armor_trim_smithing_template.png,item\vex_armor_trim_smithing_template.png,"Same Image, Different Name"
items\villagebell.png,item\bell.png,"Same Image, Different Name"
items\ward_armor_trim_smithing_template.png,item\ward_armor_trim_smithing_template.png,"Same Image, Different Name"
items\warped_door.png,item\warped_door.png,"Same Image, Different Name"
items\warped_fungus_on_a_stick.png,item\warped_fungus_on_a_stick.png,"Same Image, Different Name"
items\warped_hanging_sign.png,item\warped_hanging_sign.png,"Same Image, Different Name"
items\wayfinder_armor_trim_smithing_template.png,item\wayfinder_armor_trim_smithing_template.png,"Same Image, Different Name"
items\weathered_copper_door.png,item\weathered_copper_door.png,"Same Image, Different Name"
items\wheat.png,item\wheat.png,"Same Image, Different Name"
items\wildflowers.png,item\wildflowers.png,"Same Image, Different Name"
items\wild_armor_trim_smithing_template.png,item\wild_armor_trim_smithing_template.png,"Same Image, Different Name"
items\wind_charge.png,item\wind_charge.png,"Same Image, Different Name"
items\wolf_armor.png,item\wolf_armor.png,"Same Image, Different Name"
items\wood_axe.png,item\wooden_axe.png,"Same Image, Different Name"
items\wood_hoe.png,item\wooden_hoe.png,"Same Image, Different Name"
items\wood_pickaxe.png,item\wooden_pickaxe.png,"Same Image, Different Name"
items\wood_shovel.png,item\wooden_shovel.png,"Same Image, Different Name"
items\wood_sword.png,item\wooden_sword.png,"Same Image, Different Name"
items\candles\black_candle.png,item\black_candle.png,"Same Image, Different Name"
items\candles\blue_candle.png,item\blue_candle.png,"Same Image, Different Name"
items\candles\brown_candle.png,item\brown_candle.png,"Same Image, Different Name"
items\candles\candle.png,item\candle.png,"Same Image, Different Name"
items\candles\cyan_candle.png,item\cyan_candle.png,"Same Image, Different Name"
items\candles\gray_candle.png,item\gray_candle.png,"Same Image, Different Name"
items\candles\green_candle.png,item\green_candle.png,"Same Image, Different Name"
items\candles\light_blue_candle.png,item\light_blue_candle.png,"Same Image, Different Name"
items\candles\light_gray_candle.png,item\light_gray_candle.png,"Same Image, Different Name"
items\candles\lime_candle.png,item\lime_candle.png,"Same Image, Different Name"
items\candles\magenta_candle.png,item\magenta_candle.png,"Same Image, Different Name"
items\candles\orange_candle.png,item\orange_candle.png,"Same Image, Different Name"
items\candles\pink_candle.png,item\pink_candle.png,"Same Image, Different Name"
items\candles\purple_candle.png,item\purple_candle.png,"Same Image, Different Name"
items\candles\red_candle.png,item\red_candle.png,"Same Image, Different Name"
items\candles\white_candle.png,item\white_candle.png,"Same Image, Different Name"
items\candles\yellow_candle.png,item\yellow_candle.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_allay.png,item\allay_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_armadillo.png,item\armadillo_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_axolotl.png,item\axolotl_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_bat.png,item\bat_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_bee.png,item\bee_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_blaze.png,item\blaze_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_bogged.png,item\bogged_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_breeze.png,item\breeze_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_camel.png,item\camel_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_cat.png,item\cat_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_cave_spider.png,item\cave_spider_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_chicken.png,item\chicken_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_cod.png,item\cod_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_cow.png,item\cow_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_creaking.png,item\creaking_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_creeper.png,item\creeper_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_dolphin.png,item\dolphin_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_donkey.png,item\donkey_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_drowned.png,item\drowned_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_elder_guardian.png,item\elder_guardian_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_enderman.png,item\enderman_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_endermite.png,item\endermite_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_ender_dragon.png,item\ender_dragon_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_evoker.png,item\evoker_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_fox.png,item\fox_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_frog.png,item\frog_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_ghast.png,item\ghast_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_glow_squid.png,item\glow_squid_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_goat.png,item\goat_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_guardian.png,item\guardian_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_hoglin.png,item\hoglin_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_horse.png,item\horse_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_husk.png,item\husk_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_iron_golem.png,item\iron_golem_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_llama.png,item\llama_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_magma_cube.png,item\magma_cube_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_mooshroom.png,item\mooshroom_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_mule.png,item\mule_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_ocelot.png,item\ocelot_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_panda.png,item\panda_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_parrot.png,item\parrot_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_phantom.png,item\phantom_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_pig.png,item\pig_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_piglin.png,item\piglin_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_piglin_brute.png,item\piglin_brute_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_pillager.png,item\pillager_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_polar_bear.png,item\polar_bear_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_pufferfish.png,item\pufferfish_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_rabbit.png,item\rabbit_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_ravager.png,item\ravager_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_salmon.png,item\salmon_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_sheep.png,item\sheep_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_shulker.png,item\shulker_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_silverfish.png,item\silverfish_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_skeleton.png,item\skeleton_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_skeleton_horse.png,item\skeleton_horse_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_slime.png,item\slime_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_sniffer.png,item\sniffer_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_snow_golem.png,item\snow_golem_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_spider.png,item\spider_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_squid.png,item\squid_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_stray.png,item\stray_spawn_egg.png,"Same Image, Different Name"
items\spawn_eggs\spawn_egg_strider.png,item\strider_spawn_egg.png,"Same Image, Different Name"
